Country Name,Country Code,Indicator Name,Flag,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,,
India,IND,Africa Dataset: Average class size. Multigrade classes. Primary. Public,UIS.AFR.CS.MG.1.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Average class size. Single grade classes. Grade 1. Primary. Public,UIS.AFR.CS.SG.1.G1.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Average class size. Single grade classes. Grade 2. Primary. Public,UIS.AFR.CS.SG.1.G2.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Average class size. Single grade classes. Grade 3. Primary. Public,UIS.AFR.CS.SG.1.G3.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Average class size. Single grade classes. Grade 4. Primary. Public,UIS.AFR.CS.SG.1.G4.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Average class size. Single grade classes. Grade 5. Primary. Public,UIS.AFR.CS.SG.1.G5.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Average class size. Single grade classes. Grade 6. Primary. Public,UIS.AFR.CS.SG.1.G6.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Average class size. Single grade classes. Grade 7. Primary. Public,UIS.AFR.CS.SG.1.G7.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Average class size. Single grade classes. Primary. Public,UIS.AFR.CS.SG.1.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % female. Lower secondary. Public,UIS.AFR.FNTP.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % female. Primary. Public,UIS.AFR.FNTP.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % female. Upper secondary. Public,UIS.AFR.FNTP.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % trained. Lower secondary. Public. Female,UIS.AFR.TRNTP.2.PU.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % trained. Lower secondary. Public. Male,UIS.AFR.TRNTP.2.PU.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % trained. Lower secondary. Public. Total,UIS.AFR.TRNTP.2.PU.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % trained. Primary. Public. Female,UIS.AFR.TRNTP.1.PU.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % trained. Primary. Public. Male,UIS.AFR.TRNTP.1.PU.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % trained. Primary. Public. Total,UIS.AFR.TRNTP.1.PU.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % trained. Upper secondary. Public. Female,UIS.AFR.TRNTP.3.PU.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % trained. Upper secondary. Public. Male,UIS.AFR.TRNTP.3.PU.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Newly recruited teachers. % trained. Upper secondary. Public. Total,UIS.AFR.TRNTP.3.PU.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Number of grades. Multigrade class. Primary. Public,UIS.AFR.AGRADMG.1.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of enrolment in multigrade classes. Primary. Public,UIS.AFR.ECP.MG.1.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of newly recruited teachers. Lower secondary. Public. Female,UIS.AFR.NTP.2.PU.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of newly recruited teachers. Lower secondary. Public. Male,UIS.AFR.NTP.2.PU.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of newly recruited teachers. Lower secondary. Public. Total,UIS.AFR.NTP.2.PU.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of newly recruited teachers. Primary. Public. Female,UIS.AFR.NTP.1.PU.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of newly recruited teachers. Primary. Public. Male,UIS.AFR.NTP.1.PU.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of newly recruited teachers. Primary. Public. Total,UIS.AFR.NTP.1.PU.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of newly recruited teachers. Upper secondary. Public. Female,UIS.AFR.NTP.3.PU.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of newly recruited teachers. Upper secondary. Public. Male,UIS.AFR.NTP.3.PU.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of newly recruited teachers. Upper secondary. Public. Total,UIS.AFR.NTP.3.PU.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of schools with electricity. Primary. Public,UIS.AFR.SCHBSP.1.PU.WELEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of schools with mixed-sex toilets. Primary. Public,UIS.AFR.SCHBSP.1.PU.MIXTOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of schools with potable water. Primary. Public,UIS.AFR.SCHBSP.1.PU.WPOWAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of schools with single-sex toilets. Primary. Public,UIS.AFR.SCHBSP.1.PU.WSTOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of schools with toilets. Primary. Public,UIS.AFR.SCHBSP.1.PU.WTOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of schools without electricity. Primary. Public,UIS.AFR.SCHBSP.1.PU.WOELEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of schools without potable water. Primary. Public,UIS.AFR.SCHBSP.1.PU.WOPOWAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Percentage of schools without toilets. Primary. Public,UIS.AFR.SCHBSP.1.PU.WOTOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. All Grades. Public,UIS.AFR.PBR.1.PU.MATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 1. Public,UIS.AFR.PBR.1.G1.PU.MATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 2. Public,UIS.AFR.PBR.1.G2.PU.MATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 3. Public,UIS.AFR.PBR.1.G3.PU.MATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 4. Public,UIS.AFR.PBR.1.G4.PU.MATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 5. Public,UIS.AFR.PBR.1.G5.PU.MATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 6. Public,UIS.AFR.PBR.1.G6.PU.MATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Mathematics. Primary. Grade 7. Public,UIS.AFR.PBR.1.G7.PU.MATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Reading. Primary. All Grades. Public,UIS.AFR.PBR.1.PU.READ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 1. Public,UIS.AFR.PBR.1.G1.PU.READ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 2. Public,UIS.AFR.PBR.1.G2.PU.READ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 3. Public,UIS.AFR.PBR.1.G3.PU.READ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 4. Public,UIS.AFR.PBR.1.G4.PU.READ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 5. Public,UIS.AFR.PBR.1.G5.PU.READ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 6. Public,UIS.AFR.PBR.1.G6.PU.READ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Pupil/textbook ratio. Reading. Primary. Grade 7. Public,UIS.AFR.PBR.1.G7.PU.READ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Ratio of teacher training graduates to teachers in service. Lower secondary. Public and private. Female,UIS.AFR.GTCTR.2.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Ratio of teacher training graduates to teachers in service. Lower secondary. Public and private. Male,UIS.AFR.GTCTR.2.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Ratio of teacher training graduates to teachers in service. Lower secondary. Public and private. Total,UIS.AFR.GTCTR.2.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Ratio of teacher training graduates to teachers in service. Primary. Public and private. Female,UIS.AFR.GTCTR.1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Ratio of teacher training graduates to teachers in service. Primary. Public and private. Male,UIS.AFR.GTCTR.1.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Ratio of teacher training graduates to teachers in service. Primary. Public and private. Total,UIS.AFR.GTCTR.1.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Ratio of teacher training graduates to teachers in service. Upper secondary. Public and private. Female,UIS.AFR.GTCTR.3.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Ratio of teacher training graduates to teachers in service. Upper secondary. Public and private. Male,UIS.AFR.GTCTR.3.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Ratio of teacher training graduates to teachers in service. Upper secondary. Public and private. Total,UIS.AFR.GTCTR.3.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Schools census return rate. Primary. Public,UIS.AFR.SCHCENRESPR.1.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Schools census return rate. Secondary. Public,UIS.AFR.SCHCENRESPR.23.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Teacher attrition rate. Lower secondary. Public. Female,UIS.AFR.TATTRR.2.Pu.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Teacher attrition rate. Lower secondary. Public. Male,UIS.AFR.TATTRR.2.Pu.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Teacher attrition rate. Lower secondary. Public. Total,UIS.AFR.TATTRR.2.PU.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Teacher attrition rate. Primary. Public. Female,UIS.AFR.TATTRR.1.PU.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Teacher attrition rate. Primary. Public. Male,UIS.AFR.TATTRR.1.PU.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Teacher attrition rate. Primary. Public. Total,UIS.AFR.TATTRR.1.PU.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Teacher attrition rate. Upper secondary. Public. Female,UIS.AFR.TATTRR.3.Pu.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Teacher attrition rate. Upper secondary. Public. Male,UIS.AFR.TATTRR.3.Pu.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Africa Dataset: Teacher attrition rate. Upper secondary. Public. Total,UIS.AFR.TATTRR.3.Pu.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 15+, female",BAR.PRM.SCHL.15UP.FE,0.72,,,,,0.82,,,,,0.93,,,,,1.21,,,,,1.53,,,,,1.66,,,,,2.26,,,,,2.23,,,,,2.57,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.33,,,,,1.48,,,,,1.55,,,,,1.93,,,,,2.29,,,,,2.51,,,,,2.73,,,,,3.05,,,,,3.3,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 15-19, female",BAR.PRM.SCHL.1519.FE,1.51,,,,,1.69,,,,,1.82,,,,,2.2,,,,,2.72,,,,,3.14,,,,,3.49,,,,,4.37,,,,,4.45,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 15-19, total",BAR.PRM.SCHL.1519,2.24,,,,,2.64,,,,,2.39,,,,,2.9,,,,,3.27,,,,,3.73,,,,,3.86,,,,,4.67,,,,,4.59,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 20-24, female",BAR.PRM.SCHL.2024.FE,1.1,,,,,1.09,,,,,1.49,,,,,1.84,,,,,2.14,,,,,2.5,,,,,2.95,,,,,3.35,,,,,4.15,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 20-24, total",BAR.PRM.SCHL.2024,1.86,,,,,1.82,,,,,2.21,,,,,2.56,,,,,2.86,,,,,3.16,,,,,3.52,,,,,3.81,,,,,4.55,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 25+, female",BAR.PRM.SCHL.25UP.FE,0.47,,,,,0.55,,,,,0.62,,,,,0.88,,,,,1.16,,,,,1.22,,,,,1.82,,,,,1.61,,,,,1.93,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 25+, total",BAR.PRM.SCHL.25UP,1.01,,,,,1.12,,,,,1.22,,,,,1.57,,,,,1.94,,,,,2.13,,,,,2.38,,,,,2.58,,,,,2.83,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 25-29, female",BAR.PRM.SCHL.2529.FE,0.7,,,,,1.09,,,,,1.09,,,,,1.53,,,,,1.84,,,,,1.99,,,,,2.5,,,,,2.95,,,,,3.35,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 25-29, total",BAR.PRM.SCHL.2529,1.35,,,,,1.83,,,,,1.82,,,,,2.29,,,,,2.56,,,,,2.84,,,,,3.16,,,,,3.52,,,,,3.81,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 30-34, female",BAR.PRM.SCHL.3034.FE,0.68,,,,,0.61,,,,,1.07,,,,,1.23,,,,,1.58,,,,,1.67,,,,,1.82,,,,,2.5,,,,,2.95,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 30-34, total",BAR.PRM.SCHL.3034,1.3,,,,,1.23,,,,,1.79,,,,,2.01,,,,,2.38,,,,,2.57,,,,,2.82,,,,,3.16,,,,,3.52,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 35-39, female",BAR.PRM.SCHL.3539.FE,0.36,,,,,0.59,,,,,0.49,,,,,1.1,,,,,1.41,,,,,1.44,,,,,1.46,,,,,1.82,,,,,2.5,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 35-39, total",BAR.PRM.SCHL.3539,0.87,,,,,1.19,,,,,1.08,,,,,1.87,,,,,2.24,,,,,2.41,,,,,2.58,,,,,2.82,,,,,3.16,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 40-44, female",BAR.PRM.SCHL.4044.FE,0.36,,,,,0.41,,,,,0.48,,,,,0.69,,,,,1.14,,,,,1.27,,,,,1.27,,,,,1.46,,,,,1.82,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 40-44, total",BAR.PRM.SCHL.4044,0.87,,,,,0.95,,,,,1.05,,,,,1.38,,,,,1.96,,,,,2.25,,,,,2.45,,,,,2.58,,,,,2.82,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 45-49, female",BAR.PRM.SCHL.4549.FE,0.35,,,,,0.41,,,,,0.48,,,,,0.6,,,,,0.93,,,,,1.03,,,,,1.1,,,,,1.27,,,,,1.46,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 45-49, total",BAR.PRM.SCHL.4549,0.85,,,,,0.95,,,,,1.04,,,,,1.24,,,,,1.74,,,,,1.98,,,,,2.27,,,,,2.45,,,,,2.58,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 50-54, female",BAR.PRM.SCHL.5054.FE,0.35,,,,,0.41,,,,,0.48,,,,,0.57,,,,,0.74,,,,,0.82,,,,,0.89,,,,,1.1,,,,,1.27,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 50-54, total",BAR.PRM.SCHL.5054,0.85,,,,,0.93,,,,,1.04,,,,,1.19,,,,,1.46,,,,,1.72,,,,,2.01,,,,,2.27,,,,,2.44,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 55-59, female",BAR.PRM.SCHL.5559.FE,0.34,,,,,0.27,,,,,0.47,,,,,0.48,,,,,0.68,,,,,0.63,,,,,0.68,,,,,0.89,,,,,1.1,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 55-59, total",BAR.PRM.SCHL.5559,0.83,,,,,0.71,,,,,1.03,,,,,1.05,,,,,1.38,,,,,1.36,,,,,1.68,,,,,2.01,,,,,2.27,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 60-64, female",BAR.PRM.SCHL.6064.FE,0.34,,,,,0.26,,,,,0.17,,,,,0.49,,,,,0.49,,,,,0.57,,,,,0.48,,,,,0.68,,,,,0.89,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 60-64, total",BAR.PRM.SCHL.6064,0.83,,,,,0.7,,,,,0.54,,,,,1.07,,,,,1.06,,,,,1.27,,,,,1.24,,,,,1.68,,,,,2.01,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 65-69, female",BAR.PRM.SCHL.6569.FE,0.34,,,,,0.26,,,,,0.16,,,,,0.26,,,,,0.52,,,,,0.42,,,,,0.43,,,,,0.48,,,,,0.68,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 65-69, total",BAR.PRM.SCHL.6569,0.83,,,,,0.69,,,,,0.54,,,,,0.71,,,,,1.13,,,,,1,,,,,1.14,,,,,1.24,,,,,1.68,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 70-74, female",BAR.PRM.SCHL.7074.FE,0.33,,,,,0.26,,,,,0.16,,,,,0.29,,,,,0.4,,,,,0.45,,,,,0.36,,,,,0.46,,,,,0.51,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 70-74, total",BAR.PRM.SCHL.7074,0.81,,,,,0.7,,,,,0.54,,,,,0.76,,,,,0.96,,,,,1.07,,,,,0.98,,,,,1.19,,,,,1.3,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 75+, female",BAR.PRM.SCHL.75UP.FE,0.33,,,,,0.25,,,,,0.16,,,,,0.29,,,,,0.45,,,,,0.4,,,,,0.37,,,,,0.38,,,,,0.44,,,,,
India,IND,"Barro-Lee: Average years of primary schooling, age 75+, total",BAR.PRM.SCHL.75UP,0.81,,,,,0.68,,,,,0.53,,,,,0.76,,,,,1.03,,,,,0.99,,,,,0.99,,,,,1.03,,,,,1.16,,,,,
India,IND,"Barro-Lee: Average years of secondary schooling, age 15+, female",BAR.SEC.SCHL.15UP.FE,0.11,,,,,0.25,,,,,0.41,,,,,0.51,,,,,0.65,,,,,0.88,,,,,1.64,,,,,1.67,,,,,2.07,,,,,
India,IND,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.24,,,,,0.48,,,,,0.72,,,,,0.86,,,,,1.03,,,,,1.42,,,,,2.08,,,,,2.34,,,,,2.67,,,,,
India,IND,"Barro-Lee: Average years of secondary schooling, age 15-19, female",BAR.SEC.SCHL.1519.FE,0.19,,,,,0.46,,,,,0.72,,,,,0.89,,,,,1.11,,,,,1.55,,,,,2.76,,,,,3.09,,,,,3.65,,,,,
